File,Original Document Type,Detected Document Type,Classification Status
3593311.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3593342.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3594446.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3595526.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3595643.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3595652.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3595712.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3595772.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3596790.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3596863.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3596945.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3596962.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3597212.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3597446.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3597533.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3597864.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3597986.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3598016.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3598047.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3598069.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3598088.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3598173.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3598180.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3598626.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3598767.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3598939.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3599328.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3599368.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3600423.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3600426.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3600631.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3601353.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3601422.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3601591.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3601645.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3602174.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3602183.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3602207.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3602330.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3602433.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3603226.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3603335.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3604326.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3604353.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3604477.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3604499.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3604831.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3604880.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3605574.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3605596.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3605609.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3605770.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3605788.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3605907.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3606340.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3606491.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3606980.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3607790.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3607803.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3607862.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3607864.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3607871.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3607915.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3607948.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3607991.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3608040.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3608133.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3608153.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3608927.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3608938.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3609010.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3609019.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3609192.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3609902.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3610090.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3610470.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3610472.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3611075.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3611183.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3611242.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3611336.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3612237.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3612410.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3612442.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3612482.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3612496.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3612826.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3612830.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3613131.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3613521.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3613542.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3613547.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3613570.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3613577.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3613633.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3614337.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3614350.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3614351.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3614355.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3614388.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3614439.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3614478.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3614727.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3615618.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3615651.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3615656.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3615757.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3615837.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3615838.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3615859.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3615860.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3615869.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3615935.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3616064.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3616073.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3616074.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3616399.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3616437.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3616445.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3616455.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3616616.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3617703.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3617743.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3617767.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3617822.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3617893.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3617895.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3618045.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3618054.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3618147.txt ,DME-CMN-For ,DME-CMN-FormTextFile ,success
3430148.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3430156.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3431174.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3431178.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3431441.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3431453.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3431473.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3432109.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3432186.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3432331.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3432832.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3433378.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3433448.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3434507.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3434559.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3434560.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3434563.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3434656.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3434666.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3434667.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3434668.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3434670.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3434671.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3434697.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3434698.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3434927.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3434932.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3436966.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3437129.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3437225.txt ,HospitalConsults ,OfficeNotetextFiles ,failure
3437258.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3437811.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3437995.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3438973.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3439564.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3439575.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3439806.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3440120.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3440121.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3440134.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3440656.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3442452.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3442965.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3443620.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3444174.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3444205.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3444237.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3444526.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3445321.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3446341.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3446344.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3446537.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3447154.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3447618.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3447651.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3447674.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3447954.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3448889.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3450570.txt ,HospitalConsults ,OfficeNotetextFiles ,failure
3454283.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3454300.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3454717.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3455461.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3455989.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3456014.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3456949.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3457980.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3458345.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3458490.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3458523.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3458704.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3459283.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3459314.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3459532.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3459541.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3459721.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3460559.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3461375.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3462660.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3462663.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3462730.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3462817.txt ,HospitalConsults ,OfficeNotetextFiles ,failure
3463154.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3463183.txt ,HospitalConsults ,OfficeNotetextFiles ,failure
3464205.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3464332.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3465229.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3465930.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3466024.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3466272.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3466393.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3466399.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3466982.txt ,HospitalConsults ,OfficeNotetextFiles ,failure
3467156.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3468045.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3469606.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3470022.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3470045.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3471063.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3472554.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3472612.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3474214.txt ,HospitalConsults ,OfficeNotetextFiles ,failure
3474841.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3474991.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3474999.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3475943.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3475995.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3476197.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3476217.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3476907.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3479564.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3480388.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3480395.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3481420.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3482803.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3483161.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3483319.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3483988.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3484053.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3485215.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3485851.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3491983.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3492220.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3493085.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3493086.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3493103.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3495226.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3495922.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3497027.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3497028.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3497029.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3497044.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3497049.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3497186.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3497191.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3498298.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3498332.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3498707.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3498845.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3499522.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3500035.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3500551.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3502931.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3503952.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3503987.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3503988.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3503990.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3504118.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3504124.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3504203.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3504276.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3504279.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3504307.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3505287.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3506049.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3507177.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3507831.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3508127.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3508350.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3508362.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3508732.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3508734.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3508737.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3509292.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3509324.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3509325.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3510411.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3510413.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3510574.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3510606.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3510707.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3510797.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3510857.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3512279.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3513877.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3514202.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3514609.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3514805.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3514853.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3515055.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3515511.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3515857.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3516460.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3516473.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3516476.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3518800.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3518801.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3521339.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3521340.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3521347.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3521988.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3522475.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3522616.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3523485.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3523656.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3523694.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3524249.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3524563.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3524829.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3525012.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3525472.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3525803.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3527539.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3528135.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3528427.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3528912.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3529791.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3529793.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3529794.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3530293.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3530424.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3530427.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3532215.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3532293.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3532295.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3532324.txt ,HospitalConsults ,HospitalProgressNoteTextFiles ,failure
3532754.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3533338.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3533706.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3534065.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3534614.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3535714.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3536854.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3537680.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3538584.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3539186.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3540130.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3540298.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3540300.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3540454.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3540870.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3541419.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
3541420.txt ,HospitalConsults ,HospitalConsultsTextFiles ,success
